timestamp,frame,cx,cy,cz,v_walk,step_event,step_time,step_length,step_count,cadence_spm
1762771494.671263,139,0.529358,0.955585,1.352932,2.393250,1,0.333311,0.797696,8,67.003296
1762771494.724037,140,0.590021,0.953979,1.329635,1.149879,0,,,8,66.513302
1762771494.782690,141,0.645174,0.965537,1.374175,0.960742,0,,,8,65.977073
1762771494.830533,142,0.751352,1.014417,1.160387,2.443190,0,,,8,65.546035
1762771494.879570,143,0.819562,2.828686,0.996835,37.024302,0,,,8,65.110046
1762771494.942280,144,0.735883,1.009256,1.442391,29.043942,0,,,8,64.560866
1762771494.989589,145,0.832633,1.006696,1.233312,2.045787,0,,,8,64.152654
1762771495.037831,146,0.818880,0.922664,1.011619,1.765062,0,,,8,63.741672
1762771495.101271,147,0.835935,1.048574,1.451775,2.002852,0,,,8,63.209170
1762771495.149029,148,0.905366,0.965273,1.275071,2.270631,0,,,8,62.814126
1762771495.213138,149,0.885593,1.045703,1.418676,1.291929,0,,,8,62.291534
1762771495.260569,150,1.016528,0.820058,1.128113,5.500190,0,,,8,61.910452
1762771495.324452,151,1.043170,1.090899,0.979386,4.260120,0,,,8,61.404504
1762771495.372035,152,1.200385,0.812807,1.230536,6.713654,0,,,8,61.032991
1762771495.431684,153,0.977800,0.984605,1.597223,4.713758,0,,,8,60.573566
1762771495.483058,154,1.041452,1.001028,-0.331163,1.279566,0,,,8,60.183389
1762771495.530530,155,1.112464,0.743381,1.340114,5.629712,1,0.859268,4.837431,9,67.305700
1762771495.593952,156,1.169086,0.906222,-0.390120,2.718363,0,,,9,66.777826
1762771495.651635,157,1.149406,0.710292,1.321431,3.413789,0,,,9,66.304862
1762771495.706159,158,1.161932,0.691476,1.524073,0.414574,0,,,9,65.863913
1762771495.756976,159,1.280499,0.725975,1.509842,2.429989,0,,,9,65.458195
1762771495.816670,160,1.278151,0.758554,1.466030,0.547177,0,,,9,64.987935
1762771495.864904,161,1.244457,0.604593,1.346971,3.267506,0,,,9,64.612868
1762771495.915324,162,1.289381,0.555786,1.429366,1.315650,0,,,9,64.225399
1762771495.977488,163,1.293879,0.474951,1.415405,1.302362,0,,,9,63.754034
1762771496.039272,164,0.966187,0.687239,1.664307,6.319509,0,,,9,63.292352
1762771496.086907,165,0.722271,0.431325,1.432996,7.421781,0,,,9,62.940941
1762771496.134670,166,1.341732,0.313431,1.368519,13.202239,0,,,9,62.592480
1762771496.198171,167,0.087187,0.327398,1.429504,19.757637,0,,,9,62.135135
1762771496.246083,168,-0.204302,0.290178,1.374749,6.133166,0,,,9,61.794458
1762771496.309463,169,0.346567,0.195777,1.085899,8.818362,0,,,9,61.349507
1762771496.357473,170,0.896268,6.071893,0.806151,122.927680,0,,,9,61.016695
1762771496.416704,171,0.565976,3.098947,1.455422,50.500968,0,,,9,60.611039
1762771496.469616,172,0.502730,3.159568,1.379869,1.655722,0,,,9,60.253198
1762771496.517073,173,0.979571,5.695422,1.059989,54.370740,0,,,9,59.935820
1762771496.585180,174,0.858347,6.249122,1.044601,8.322466,0,,,9,59.486145
1762771496.628135,175,0.039860,6.044692,0.783838,19.639798,0,,,9,59.205987
1762771496.693014,176,0.024276,0.237763,1.948764,89.504394,0,,,9,58.787808
1762771496.741484,177,0.125889,2.591983,-0.406613,48.615377,0,,,9,58.479224
1762771496.802717,178,0.025581,4.095947,3.111192,24.615988,0,,,9,58.093992
1762771496.850260,179,0.516489,3.202968,0.870746,21.433735,0,,,9,57.798369
1762771496.899528,180,0.006610,0.165220,2.191488,62.520435,0,,,9,57.495178
1762771496.962664,181,-1.932497,2.954858,2.434379,53.810269,0,,,9,57.111260
1762771497.018471,182,-2.393915,1.368201,-0.279014,29.608790,0,,,9,56.776151
1762771497.073628,183,0.136973,4.912686,0.030608,78.962553,0,,,9,56.448792
1762771497.128227,184,0.115933,0.244884,1.999458,85.493230,0,,,9,56.128438
1762771497.184726,185,-1.823219,2.894608,1.165526,58.116736,0,,,9,55.800747
1762771497.237278,186,1.311113,2.680085,-0.036940,59.780945,0,,,9,55.499356
1762771497.296816,187,-2.142898,2.852544,0.471833,58.086399,0,,,9,55.161818
1762771497.352232,188,0.036910,0.197385,2.153901,61.991914,0,,,9,54.851316
1762771497.406823,189,-1.088969,5.242970,-0.285777,94.697555,0,,,9,54.548831
1762771497.454613,190,0.312954,3.356490,1.960146,49.180467,0,,,9,54.286755
1762771497.519211,191,-0.055206,1.516004,3.154278,29.056203,0,,,9,50.078693
1762771497.565768,192,0.075842,0.065845,1.767790,31.274826,0,,,9,49.836620
1762771497.619276,193,-0.100173,0.262179,1.428510,4.927879,0,,,9,49.561279
1762771497.676854,194,0.177921,0.246269,2.057281,4.837754,0,,,9,49.268374
1762771497.727748,195,-0.036812,0.250200,2.180266,4.219917,0,,,9,49.012338
1762771497.788172,196,-0.056503,0.233374,2.045237,0.428654,0,,,9,48.711797
1762771497.842933,197,0.069077,0.210901,2.013858,2.329650,0,,,9,48.442586
1762771497.898877,198,0.634931,3.971595,0.445519,67.979197,0,,,9,48.170615
1762771497.946460,199,2.437940,2.090366,0.396145,54.762351,0,,,9,43.184491
1762771498.141973,200,0.102332,5.852107,-0.847834,22.647232,0,,,9,42.333473
1762771498.142983,201,-0.098744,0.129700,0.164592,5670.915164,0,,,9,42.329165
1762771498.142983,202,1.348889,2.928345,-0.171473,3150881.912989,0,,,9,42.329165
1762771498.173636,203,0.001237,4.106046,-2.340496,58.386911,0,,,9,42.198799
1762771498.229527,204,-0.028937,0.179311,-0.176122,70.259045,0,,,9,42.234230
1762771498.284979,205,0.205290,4.912994,0.119068,85.470050,1,2.754448,235.422824,10,48.954794
